subject,images,candidates_mean,inliers_mean,ransac_err_mean,app_sum_mean,present_total,predicted_total,correct_total,match_accuracy,precision,loc_err_mean,loc_err_median,idf_present_total,idf_predicted_total,idf_correct_total,idf_match_accuracy,idf_loc_err_mean,idf_loc_err_median
P10,73,4.575342465753424,1.917808219178082,1.735489146939755,5.5399193896166805,325,140,99,0.3046153846153846,0.7071428571428572,20.249699739412584,1.7445351179548674,325,140,112,0.3446153846153846,13.403800350295883,1.5681784571499855
P11,109,9.256880733944953,4.146788990825688,1.6038875871196303,5.213478841053743,438,452,345,0.7876712328767124,0.7632743362831859,21.456845469915105,1.5211502462918403,438,452,356,0.8127853881278538,19.301673868187027,1.5211502462918403
P12,173,4.369942196531792,2.4161849710982657,1.1169901808202547,5.04897133650645,510,418,307,0.6019607843137255,0.7344497607655502,19.10576377850688,1.6201438591459167,510,418,345,0.6764705882352942,11.68698991610013,1.4570948812691595
P13,278,9.550359712230216,4.237410071942446,1.5237783769585338,5.51184088633391,1185,1178,1026,0.8658227848101265,0.8709677419354839,11.009308398200622,1.578673924860647,1185,1178,1042,0.8793248945147679,9.0110371709324,1.5681784571499855
P14,71,14.23943661971831,4.394366197183099,1.6585533113277997,4.983651065479849,285,312,212,0.743859649122807,0.6794871794871795,56.409440781147715,1.2532536530139453,285,312,215,0.7543859649122807,52.15756359055347,1.2480754415067656
P15,266,4.394736842105263,2.6954887218045114,0.9242777586479654,4.430996844722144,1062,717,585,0.5508474576271186,0.8158995815899581,9.85697498631183,1.8040232339261357,1062,717,678,0.6384180790960452,3.4043927183962603,1.6547752868592158
P1,186,7.387096774193548,4.188172043010753,1.1505062533439676,5.547050677874145,774,779,731,0.9444444444444444,0.938382541720154,3.8137625215018023,1.4163943093313125,774,779,747,0.9651162790697675,3.545738578449436,1.4163943093313125
P2,161,12.968944099378882,3.906832298136646,1.1501750653122718,4.146400645211268,576,629,307,0.5329861111111112,0.48807631160572335,45.52983719663926,5.560151393093294,576,629,315,0.546875,39.22115507038501,2.1347239517463596
P3,218,4.655963302752293,2.793577981651376,1.2332918698602502,4.7069827930987085,691,609,509,0.7366136034732272,0.8357963875205254,15.398331737163385,1.1722514600173077,691,609,564,0.8162083936324168,9.47330707216122,1.118033988749895
P4,239,4.401673640167364,2.1548117154811717,1.192738262544189,4.925408448520058,546,515,456,0.8351648351648352,0.8854368932038835,8.286014346980748,1.2283505009457956,546,515,473,0.8663003663003663,5.729684135248627,1.2123390492373425
P5,81,7.864197530864198,4.54320987654321,1.493080526154617,6.00655717398886,386,368,341,0.883419689119171,0.9266304347826086,7.688867804212487,1.0542319283144947,386,368,359,0.9300518134715026,2.6291214565563275,1.0500157826018426
P6,251,9.167330677290837,3.5737051792828685,1.2692885933347242,4.43797696256375,695,897,562,0.8086330935251799,0.6265328874024526,43.24284631608085,1.4974922215198658,695,897,574,0.8258992805755395,43.10119595051951,1.4974922215198658
P7,171,6.549707602339181,2.7777777777777777,1.5658345090564294,4.376190348768622,481,475,342,0.7110187110187111,0.72,27.339664482716547,1.5975172010583987,481,475,400,0.8316008316008316,12.99506360727814,1.4500636286054736
P8,124,3.7419354838709675,2.2903225806451615,1.0018502328176047,4.764496221254396,543,284,271,0.4990791896869245,0.954225352112676,3.5701353946717234,1.3881259170329001,543,284,281,0.5174953959484346,1.795517569098287,1.3810485003231108
P9,85,5.929411764705883,3.176470588235294,1.7813710962829161,4.985485467364215,266,270,230,0.8646616541353384,0.8518518518518519,13.506034729404497,1.566909117331976,266,270,240,0.9022556390977443,10.337365416066953,1.566909117331976
