subject,images,candidates_mean,inliers_mean,ransac_err_mean,app_sum_mean,present_total,predicted_total,correct_total,match_accuracy,precision,loc_err_mean,loc_err_median,idf_present_total,idf_predicted_total,idf_correct_total,idf_match_accuracy,idf_loc_err_mean,idf_loc_err_median
P10,73,3.6986301369863015,1.8493150684931507,1.6994666676075312,5.203909212654389,325,135,96,0.2953846153846154,0.7111111111111111,18.542465382746606,1.7577053038245836,325,135,114,0.3507692307692308,9.688409837366878,1.4203132063466182
P11,109,8.642201834862385,4.174311926605505,1.6467619475932738,5.007831497190459,438,455,351,0.8013698630136986,0.7714285714285715,21.3410636057266,1.5013394226234884,438,455,358,0.817351598173516,19.196919131336152,1.5013394226234884
P12,173,4.046242774566474,2.352601156069364,1.1017667992568758,4.738802117356899,510,407,290,0.5686274509803921,0.7125307125307125,19.368804892834348,1.618033988749895,510,407,327,0.6411764705882353,12.592005799723173,1.4142135623730951
P13,278,8.5,4.107913669064748,1.507930162223163,5.286724177335117,1185,1142,1011,0.8531645569620253,0.8852889667250438,11.838949532176402,1.5621547712196768,1185,1142,1017,0.8582278481012658,9.046122454288971,1.5560436215920523
P14,71,14.154929577464788,4.422535211267606,1.7337950636136752,4.891836808192354,285,314,206,0.7228070175438597,0.6560509554140127,62.58343419698721,1.2532536530139453,285,314,209,0.7333333333333333,59.19485963825464,1.2480754415067656
P15,266,3.898496240601504,2.6165413533834587,0.9167128046465034,4.360652773369712,1062,696,534,0.5028248587570622,0.7672413793103449,11.537073657862344,1.8027756377319946,1062,696,661,0.6224105461393596,3.2705962711184067,1.6334725000737134
P1,186,6.612903225806452,4.150537634408602,1.1406934311961383,5.22386710394353,774,772,737,0.9521963824289406,0.9546632124352331,3.0773627324472885,1.3679914775869586,774,772,748,0.9664082687338501,2.5766442293961163,1.3679914775869586
P2,161,11.639751552795031,3.7577639751552794,1.051022836069698,4.183567403159618,576,605,288,0.5,0.47603305785123967,49.251681136420785,49.52580221391316,576,605,304,0.5277777777777778,40.464708612194094,16.404420625372467
P3,218,4.509174311926605,2.756880733944954,1.181955082947836,4.502740690334697,691,601,501,0.7250361794500724,0.8336106489184693,16.31500282724104,1.1761037176408073,691,601,560,0.8104196816208393,9.938973855388333,1.118033988749895
P4,239,3.98744769874477,2.1338912133891212,1.2289943922140327,4.731191933413202,546,510,448,0.8205128205128205,0.8784313725490196,9.139429078551977,1.1761242670672134,546,510,471,0.8626373626373627,5.807448485019485,1.155917467211066
P5,81,6.950617283950617,4.469135802469136,1.554303282592045,5.488221401393198,386,362,344,0.8911917098445595,0.9502762430939227,4.877085356075905,1.0,386,362,360,0.9326424870466321,1.6960840738278982,1.0
P6,251,8.235059760956176,3.5139442231075697,1.2259860747855065,4.345156189965841,695,882,569,0.818705035971223,0.645124716553288,35.48199518055382,1.3872854115963928,695,882,583,0.8388489208633093,38.73197696120465,1.3891697654550508
P7,171,6.087719298245614,2.7485380116959064,1.5175517390638469,4.146065814648628,481,470,330,0.6860706860706861,0.7021276595744681,28.682797096540245,1.5142815564815477,481,470,393,0.817047817047817,13.542929714764728,1.4426056672254914
P8,124,3.1693548387096775,2.0,1.1498468365944663,4.6727204573157675,543,248,239,0.44014732965009207,0.9637096774193549,3.2782547925980965,1.3482816991958582,543,248,246,0.4530386740331492,1.5101523319198376,1.3482816991958582
P9,85,5.647058823529412,3.2,1.8477593298172827,4.795717612073136,266,272,231,0.868421052631579,0.8492647058823529,13.380466960847894,1.5585672202664065,266,272,242,0.9097744360902256,10.26826878610783,1.5585672202664065
