subject,images,candidates_mean,inliers_mean,ransac_err_mean,app_sum_mean,present_total,predicted_total,correct_total,match_accuracy,precision,loc_err_mean,loc_err_median,idf_present_total,idf_predicted_total,idf_correct_total,idf_match_accuracy,idf_loc_err_mean,idf_loc_err_median
P10,73,4.575342465753424,1.8904109589041096,1.6123657040960593,5.6090477279390845,325,138,97,0.29846153846153844,0.7028985507246377,18.69888104109813,1.8027756377319946,325,138,112,0.3446153846153846,12.018078279447073,1.5681784571499855
P11,109,9.256880733944953,4.073394495412844,1.4536008445377147,5.179048404359714,438,444,340,0.776255707762557,0.7657657657657657,22.405191380104032,1.5360534633300573,438,444,363,0.8287671232876712,17.682951758381755,1.5211502462918403
P12,173,4.369942196531792,2.346820809248555,1.0684725105815343,4.8962685022402725,510,406,262,0.5137254901960784,0.645320197044335,23.425114857422198,1.8668720868642161,510,406,318,0.6235294117647059,13.684613363077489,1.5591080928069814
P13,278,9.550359712230216,4.176258992805756,1.4506626628540027,5.399650924723071,1185,1161,953,0.8042194092827004,0.8208440999138673,18.392280495270597,1.5872767734783375,1185,1161,963,0.8126582278481013,13.616002829338159,1.5811388300841898
P14,71,14.23943661971831,4.23943661971831,1.266996850445694,4.911613006043087,285,301,215,0.7543859649122807,0.7142857142857143,47.69187458175142,1.2480754415067656,285,301,218,0.7649122807017544,45.13160007453852,1.2480754415067656
P15,266,4.394736842105263,2.6954887218045114,0.9327273426198656,4.420980920785515,1062,717,535,0.5037664783427496,0.7461645746164575,12.480065368762125,1.965797765175428,1062,717,674,0.6346516007532956,3.6291435853742495,1.6799720944662473
P1,186,7.387096774193548,4.150537634408602,1.1350265589671735,5.516038333794987,774,772,725,0.9366925064599483,0.939119170984456,3.9032581529686503,1.4142135623730951,774,772,740,0.9560723514211886,3.283232094993979,1.4142135623730951
P2,161,12.968944099378882,3.7888198757763973,0.9907066080111465,4.089636869205028,576,610,275,0.4774305555555556,0.45081967213114754,49.34298828878235,60.20862918988953,576,610,304,0.5277777777777778,39.545556587800135,9.552292817494774
P3,218,4.655963302752293,2.7018348623853212,1.2706094524042404,4.545658601974412,691,589,460,0.6657018813314037,0.7809847198641766,19.080147810103878,1.2060545483782348,691,589,532,0.7698986975397974,11.96870847862284,1.1259506639220789
P4,239,4.401673640167364,2.1380753138075312,1.2417832638390667,4.8522319155046825,546,511,417,0.7637362637362637,0.8160469667318982,16.37455509803279,1.3391798899989975,546,511,459,0.8406593406593407,7.710122264627671,1.2314956892547704
P5,81,7.864197530864198,4.530864197530864,1.4461218466197652,5.9971868067198875,386,367,338,0.8756476683937824,0.9209809264305178,7.746751639270574,1.0542319283144947,386,367,358,0.927461139896373,3.0036536976809627,1.0500157826018426
P6,251,9.167330677290837,3.5179282868525896,1.1973301035569128,4.391518685009325,695,883,523,0.7525179856115108,0.5922989807474519,45.8716909135356,1.5015842552459238,695,883,565,0.8129496402877698,42.87033276625592,1.498127013476355
P7,171,6.549707602339181,2.7017543859649122,1.4260794433982298,4.259505512923625,481,462,303,0.6299376299376299,0.6558441558441559,33.0216729271828,1.6755324429540077,481,462,375,0.7796257796257796,15.796825910315508,1.4523341777359486
P8,124,3.7419354838709675,2.2903225806451615,1.0058999931868762,4.770812180912925,543,284,268,0.49355432780847147,0.9436619718309859,4.055027269156958,1.4017777929840674,543,284,280,0.5156537753222836,1.9371411661534377,1.3822646068852507
P9,85,5.929411764705883,3.0470588235294116,1.6490619771354864,4.859338981299605,266,259,208,0.7819548872180451,0.803088803088803,17.1530740277439,1.576693422835167,266,259,227,0.8533834586466166,10.984181095940945,1.615468132527435
