subject,images,candidates_mean,inliers_mean,ransac_err_mean,app_sum_mean,present_total,predicted_total,correct_total,match_accuracy,precision,loc_err_mean,loc_err_median,idf_present_total,idf_predicted_total,idf_correct_total,idf_match_accuracy,idf_loc_err_mean,idf_loc_err_median
P10,73,4.575342465753424,1.8356164383561644,1.6976929044870208,5.65118991905925,325,134,102,0.31384615384615383,0.7611940298507462,15.06223239129067,1.6439104962741355,325,134,123,0.37846153846153846,5.235229473447831,1.496648891984202
P11,109,9.256880733944953,4.091743119266055,1.8582977838028207,5.325900763044525,438,446,385,0.8789954337899544,0.8632286995515696,11.20335898498493,1.4785576629196402,438,446,407,0.9292237442922374,7.27545806363257,1.4689589599810162
P12,173,4.369942196531792,2.398843930635838,1.3170352042245794,5.050653772585818,510,415,360,0.7058823529411765,0.8674698795180723,11.743783814345967,1.4142135623730951,510,415,387,0.7588235294117647,4.450422900240835,1.4142135623730951
P13,278,9.550359712230216,4.273381294964029,1.6127983443392642,5.369774180046779,1185,1188,1029,0.8683544303797468,0.8661616161616161,12.796256012116617,1.5811388300841898,1185,1188,1031,0.870042194092827,9.971177020820148,1.5811388300841898
P14,71,14.23943661971831,4.042253521126761,1.4134345499728695,5.008672229487315,285,287,229,0.8035087719298246,0.7979094076655052,29.852540857772645,1.1686107005881337,285,287,237,0.8315789473684211,26.623019031595664,1.1686107005881337
P15,266,4.394736842105263,2.601503759398496,1.1237390662681264,4.378024429330222,1062,692,520,0.4896421845574388,0.7514450867052023,13.384908207253225,1.968074374116099,1062,692,663,0.6242937853107344,2.8721803480838415,1.6799720944662473
P1,186,7.387096774193548,4.172043010752688,1.2754694178287176,5.500292734009602,774,776,735,0.9496124031007752,0.9471649484536082,3.428563086739956,1.4142135623730951,774,776,757,0.9780361757105943,1.7794941435390743,1.4142135623730951
P2,161,12.968944099378882,3.6770186335403725,1.231075644129573,4.362586947783069,576,592,291,0.5052083333333334,0.49155405405405406,53.08764575559144,45.34877202053096,576,592,313,0.5434027777777778,46.591497278561626,9.552292817494774
P3,218,4.655963302752293,2.853211009174312,1.569016255814532,4.234743986021681,691,622,560,0.8104196816208393,0.9003215434083601,8.54406716467807,1.1215843187547376,691,622,589,0.8523878437047757,5.815163595468028,1.118033988749895
P4,239,4.401673640167364,2.1464435146443517,1.5258441023718818,4.646750625876946,546,513,450,0.8241758241758241,0.8771929824561403,10.925552140298809,1.2283505009457956,546,513,475,0.86996336996337,8.120138364577143,1.1686107005881055
P5,81,7.864197530864198,4.580246913580247,1.6123666096679217,6.044000757314027,386,371,343,0.8886010362694301,0.9245283018867925,7.672322806853042,1.0578713518727438,386,371,363,0.9404145077720207,3.906939331919284,1.0521238554581687
P6,251,9.167330677290837,3.4661354581673307,1.3953656295226347,4.246959972746146,695,870,569,0.818705035971223,0.6540229885057471,40.07576287470864,1.4970182822346962,695,870,585,0.841726618705036,42.01721028771927,1.4699998823058524
P7,171,6.549707602339181,2.7953216374269005,1.7778776720079723,3.865164094795134,481,478,333,0.6923076923076923,0.696652719665272,30.927289970719738,1.6261169091215781,481,478,399,0.8295218295218295,13.32443543635883,1.4801281434347742
P8,124,3.7419354838709675,1.9112903225806452,1.3560057909136953,4.9413788107491134,543,237,222,0.4088397790055249,0.9367088607594937,4.314091450948893,1.3715420535458036,543,237,235,0.43278084714548803,1.6111492510781245,1.357339779218551
P9,85,5.929411764705883,3.2,1.8407026906050608,4.8122759539275615,266,272,222,0.8345864661654135,0.8161764705882353,17.101744438502582,1.5573023743078542,266,272,244,0.9172932330827067,7.971408570584929,1.4962223344781398
