subject,images,candidates_mean,inliers_mean,ransac_err_mean,app_sum_mean,present_total,predicted_total,correct_total,match_accuracy,precision,loc_err_mean,loc_err_median,idf_present_total,idf_predicted_total,idf_correct_total,idf_match_accuracy,idf_loc_err_mean,idf_loc_err_median
P10,73,4.575342465753424,1.8904109589041096,1.5921190402412833,5.6090477279390845,325,138,97,0.29846153846153844,0.7028985507246377,18.69888104109813,1.8027756377319946,325,138,112,0.3446153846153846,12.018078279447073,1.5681784571499855
P11,109,9.256880733944953,4.091743119266055,1.5423400168795183,5.196339664370824,438,446,338,0.771689497716895,0.757847533632287,21.788163180888887,1.5246938188934598,438,446,361,0.8242009132420092,17.19509740162666,1.510332303073513
P12,173,4.369942196531792,2.352601156069364,1.0863905763334338,4.912220989424973,510,407,267,0.5235294117647059,0.6560196560196561,22.696013814681425,1.818533893829149,510,407,319,0.6254901960784314,13.685362969863371,1.5591080928069814
P13,278,9.550359712230216,4.190647482014389,1.480461113034806,5.436538647275205,1185,1165,956,0.8067510548523207,0.8206008583690987,17.91792701482594,1.5946234421392327,1185,1165,963,0.8126582278481013,13.675263566081416,1.5828937033090678
P14,71,14.23943661971831,4.225352112676056,1.2641817705569052,4.910767641376313,285,300,214,0.7508771929824561,0.7133333333333334,51.82945867478378,1.2480754415067656,285,300,216,0.7578947368421053,49.09893442169126,1.2480754415067656
P15,266,4.394736842105263,2.6954887218045114,0.9330770238504497,4.416141347990888,1062,717,535,0.5037664783427496,0.7461645746164575,12.480718657055466,1.965797765175428,1062,717,674,0.6346516007532956,3.629796873667588,1.6799720944662473
P1,186,7.387096774193548,4.134408602150538,1.1392104150288078,5.529316168332616,774,769,725,0.9366925064599483,0.9427828348504551,3.9032581529686503,1.4142135623730951,774,769,740,0.9560723514211886,3.283232094993979,1.4142135623730951
P2,161,12.968944099378882,3.7888198757763973,1.0092414273453458,4.19590084453923,576,610,275,0.4774305555555556,0.45081967213114754,50.07373411412784,60.20862918988953,576,610,306,0.53125,40.01583216808952,9.552292817494774
P3,218,4.655963302752293,2.7018348623853212,1.2664019873775343,4.545658601974412,691,589,460,0.6657018813314037,0.7809847198641766,19.080147810103878,1.2060545483782348,691,589,532,0.7698986975397974,11.96870847862284,1.1259506639220789
P4,239,4.401673640167364,2.1422594142259412,1.2600873003331667,4.8599962891702075,546,512,417,0.7637362637362637,0.814453125,16.51342590681523,1.3391798899989975,546,512,462,0.8461538461538461,7.425471541122099,1.2314956892547704
P5,81,7.864197530864198,4.530864197530864,1.4480694195689394,5.9971868067198875,386,367,338,0.8756476683937824,0.9209809264305178,7.746751639270574,1.0542319283144947,386,367,358,0.927461139896373,3.0036536976809627,1.0500157826018426
P6,251,9.167330677290837,3.5258964143426295,1.222591757799374,4.404542625479295,695,885,529,0.7611510791366907,0.5977401129943503,43.7136703792259,1.499238717601585,695,885,571,0.8215827338129497,40.88393298555254,1.4974922215198658
P7,171,6.549707602339181,2.7134502923976607,1.4555928262128306,4.276458676346846,481,464,306,0.6361746361746362,0.6594827586206896,33.01773047434105,1.6529120414176663,481,464,378,0.7858627858627859,15.792916039728645,1.4523341777359486
P8,124,3.7419354838709675,2.2903225806451615,1.0058999931868762,4.770812180912925,543,284,268,0.49355432780847147,0.9436619718309859,4.055027269156958,1.4017777929840674,543,284,280,0.5156537753222836,1.9371411661534377,1.3822646068852507
P9,85,5.929411764705883,3.070588235294118,1.7511510102484837,4.8682640253605225,266,261,202,0.7593984962406015,0.7739463601532567,20.57876601162073,1.5864881477121093,266,261,227,0.8533834586466166,11.709087179490954,1.5864881477121093
