subject,images,candidates_mean,inliers_mean,ransac_err_mean,app_sum_mean,present_total,predicted_total,correct_total,match_accuracy,precision,loc_err_mean,loc_err_median,idf_present_total,idf_predicted_total,idf_correct_total,idf_match_accuracy,idf_loc_err_mean,idf_loc_err_median
P10,73,4.575342465753424,1.8356164383561644,1.7510428435399716,5.634330900593539,325,134,102,0.31384615384615383,0.7611940298507462,15.947168809682388,1.6439104962741355,325,134,122,0.37538461538461537,5.519158127708295,1.496648891984202
P11,109,9.256880733944953,4.055045871559633,1.9586506688578056,5.214197034127306,438,442,363,0.8287671232876712,0.8212669683257918,15.188903146097367,1.5211502462918403,438,442,392,0.8949771689497716,9.496483045501687,1.510332303073513
P12,173,4.369942196531792,2.393063583815029,1.6430781912246308,5.050915100450717,510,414,339,0.6647058823529411,0.8188405797101449,14.006385652897423,1.4695991652410496,510,414,385,0.7549019607843137,4.526093999860512,1.4142135623730951
P13,278,9.550359712230216,4.262589928057554,1.7663666658079704,5.342218647338754,1185,1185,987,0.8329113924050633,0.8329113924050633,15.972194280852268,1.5828937033090678,1185,1185,998,0.8421940928270042,12.649990999285615,1.5811388300841898
P14,71,14.23943661971831,3.8450704225352115,2.0116826793751557,4.551871178740441,285,273,175,0.6140350877192983,0.6410256410256411,62.82822462929392,1.4142135623730951,285,273,208,0.7298245614035088,50.418926212904076,1.2155455649247016
P15,266,4.394736842105263,2.601503759398496,1.1477135368202829,4.392413930010059,1062,692,532,0.5009416195856874,0.7687861271676301,12.658836657921166,1.873353834584318,1062,692,665,0.6261770244821092,2.774080740375391,1.6443843832875722
P1,186,7.387096774193548,4.161290322580645,1.3442639283972164,5.469538092294522,774,774,733,0.9470284237726099,0.9470284237726099,3.858178172481433,1.4142135623730951,774,774,754,0.9741602067183462,1.9422108943521836,1.4142135623730951
P2,161,12.968944099378882,3.62111801242236,1.426470432016303,4.212313225025505,576,583,256,0.4444444444444444,0.4391080617495712,60.12666319436408,49.35610485548055,576,583,291,0.5052083333333334,51.99107825356303,22.73415620221986
P3,218,4.655963302752293,2.8394495412844036,1.8586825482327436,4.21054520863609,691,619,533,0.7713458755426917,0.8610662358642972,13.321311011586253,1.1347229084681154,691,619,592,0.8567293777134588,4.478101290991033,1.118033988749895
P4,239,4.401673640167364,2.1464435146443517,1.6447761510338843,4.645915896867161,546,513,431,0.7893772893772893,0.8401559454191033,15.227419700104448,1.2314956892547704,546,513,467,0.8553113553113553,9.33006585731769,1.2283505009457956
P5,81,7.864197530864198,4.580246913580247,1.680268083527401,6.048371197128826,386,371,347,0.8989637305699482,0.9353099730458221,6.563484849336258,1.0521238554581687,386,371,368,0.9533678756476683,2.3235660716179836,1.049122261477322
P6,251,9.167330677290837,3.446215139442231,1.6921075157004843,4.1940276236579255,695,865,508,0.7309352517985611,0.5872832369942197,50.42984525816665,1.513718780866255,695,865,566,0.814388489208633,45.00133883578543,1.498127013476355
P7,171,6.549707602339181,2.760233918128655,1.9244551765660047,3.8010864462215284,481,472,310,0.6444906444906445,0.6567796610169492,34.97487741832057,1.7921638295095312,481,472,391,0.8128898128898129,13.550185505080734,1.478900117538664
P8,124,3.7419354838709675,1.8629032258064515,1.449477098396106,5.048424181464322,543,231,222,0.4088397790055249,0.961038961038961,3.6192300493958975,1.3592539523866467,543,231,229,0.42173112338858193,1.6176227189719892,1.349147092525743
P9,85,5.929411764705883,3.1882352941176473,1.9790344137862272,4.81407526767973,266,271,217,0.8157894736842105,0.8007380073800738,19.620388640483938,1.6009781401197722,266,271,246,0.924812030075188,7.485667979272057,1.520365212233105
