filename,candidates,cand_raw,cand_roi,roi_margin_px,kernel_eff,median_ksize_eff,cand_passes_used,cand_raw_pass0,cand_raw_merged,eps_eff,match_tol_eff,min_area_eff,max_area_eff,inliers,ransac_err_px,app_sum,scale_factor,present,predicted,correct,match_accuracy,precision,loc_err_mean,loc_err_median,idf_present,idf_predicted,idf_correct,idf_match_accuracy,idf_loc_err_mean,idf_loc_err_median
P10_1100_pos.jpg,1,1,1,0,7,3,3,1,1,3.0,5.0,2,62,0,,,0.5,3,0,0,0.0,nan,,,3,0,0,0.0,,
P10_1200_pos.jpg,1,1,1,0,7,3,3,0,1,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_1500_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_1650_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_1800_pos.jpg,8,8,8,0,11,3,3,8,8,6.0,10.0,8,250,5,1.7575705285202836,6.312055946022825,1.0,5,5,5,1.0,1.0,1.3756129338666676,1.5044313242775451,5,5,5,1.0,1.3756129338666676,1.5044313242775451
P10_1850_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_2100_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_2200_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_2350_pos.jpg,7,7,7,0,11,3,3,6,7,6.0,10.0,8,250,5,1.9307668969935752,6.15511941075955,1.0,5,5,5,1.0,1.0,1.3758441195849573,1.4142135623730951,5,5,5,1.0,1.3758441195849573,1.4142135623730951
P10_2500_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_250_pos.jpg,10,10,10,0,11,3,3,10,10,6.0,10.0,8,250,5,1.9654837517064407,6.4155902483857234,1.0,5,5,5,1.0,1.0,1.3323220476175694,1.118033988749895,5,5,5,1.0,1.3323220476175694,1.118033988749895
P10_2650_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_2700_pos.jpg,12,12,12,0,11,3,3,8,12,6.0,10.0,8,250,5,1.9633760301262762,7.019476778403138,1.0,5,5,5,1.0,1.0,1.8172072479054429,2.1108236685110247,5,5,5,1.0,1.8172072479054429,2.1108236685110247
P10_2750_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_3000_pos.jpg,6,6,6,0,11,3,3,4,6,6.0,10.0,8,250,4,2.2606451782989803,4.941532047379903,1.0,3,4,0,0.0,0.0,51.900416390878924,55.47071299343465,3,4,2,0.6666666666666666,7.280462319193711,2.1368471406442113
P10_300_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,4,0,0,0.0,nan,,,4,0,0,0.0,,
P10_3100_pos.jpg,8,8,8,0,11,3,3,7,8,6.0,10.0,8,250,3,0.27758438022701065,4.339304870647279,1.0,3,3,0,0.0,0.0,68.85368068907341,68.85368068907341,3,3,2,0.6666666666666666,9.827952699510393,1.1698803519194667
P10_3200_pos.jpg,2,2,2,0,7,3,3,2,2,3.0,5.0,2,62,0,,,0.5,3,0,0,0.0,nan,,,3,0,0,0.0,,
P10_3250_pos.jpg,2,2,2,0,7,3,3,2,2,3.0,5.0,2,62,0,,,0.5,3,0,0,0.0,nan,,,3,0,0,0.0,,
P10_3350_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,3,0,0,0.0,nan,,,3,0,0,0.0,,
P10_3400_pos.jpg,5,5,5,0,11,3,3,5,5,6.0,10.0,8,250,3,1.0771652298235825,3.360376250592069,1.0,3,3,0,0.0,0.0,41.288812934434404,41.288812934434404,3,3,3,1.0,1.1574773834697494,1.2912009913255302
P10_350_pos.jpg,1,1,1,0,7,3,3,0,1,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_3650_pos.jpg,1,1,1,0,7,3,3,1,1,3.0,5.0,2,62,0,,,0.5,3,0,0,0.0,nan,,,3,0,0,0.0,,
P10_3900_pos.jpg,1,1,1,0,7,3,3,1,1,3.0,5.0,2,62,0,,,0.5,4,0,0,0.0,nan,,,4,0,0,0.0,,
