subject,images,candidates_mean,inliers_mean,ransac_err_mean,app_sum_mean,present_total,predicted_total,correct_total,match_accuracy,precision,loc_err_mean,loc_err_median,idf_present_total,idf_predicted_total,idf_correct_total,idf_match_accuracy,idf_loc_err_mean,idf_loc_err_median
P10,73,4.575342465753424,1.8904109589041096,1.5560708597040809,5.557964591208079,325,138,100,0.3076923076923077,0.7246376811594203,17.80877166160751,1.7445351179548674,325,138,115,0.35384615384615387,10.902374250510846,1.5225781326736791
P11,109,9.256880733944953,4.10091743119266,1.4948601522176803,5.179820494691153,438,447,342,0.7808219178082192,0.7651006711409396,21.491189197070053,1.5246938188934598,438,447,360,0.821917808219178,18.27313610326606,1.515535689636938
P12,173,4.369942196531792,2.398843930635838,1.058749090062981,4.998983691298028,510,415,292,0.5725490196078431,0.7036144578313253,21.298642136205775,1.714525034511611,510,415,342,0.6705882352941176,11.684521599620494,1.4570948812691595
P13,278,9.550359712230216,4.190647482014389,1.408425015128742,5.445734623551303,1185,1165,1005,0.8481012658227848,0.8626609442060086,13.339256376039641,1.5801041144803984,1185,1165,1014,0.8556962025316456,10.182111918798,1.5733154866402899
P14,71,14.23943661971831,4.28169014084507,1.3603055835779856,4.947019373958003,285,304,215,0.7543859649122807,0.7072368421052632,48.37045795486937,1.2532536530139453,285,304,217,0.7614035087719299,46.05646778206527,1.2532536530139453
P15,266,4.394736842105263,2.6954887218045114,0.8990532171983573,4.418219122074189,1062,717,541,0.5094161958568738,0.7545327754532776,11.994296701819176,1.9303819396374686,1062,717,678,0.6384180790960452,3.4046997815366193,1.6799720944662473
P1,186,7.387096774193548,4.17741935483871,1.1156130991661943,5.542134351346246,774,777,729,0.9418604651162791,0.9382239382239382,3.811855756175872,1.4163943093313125,774,777,745,0.962532299741602,3.5453294252206486,1.4163943093313125
P2,161,12.968944099378882,3.8385093167701863,1.0037404761421485,4.116480386877506,576,618,287,0.4982638888888889,0.46440129449838186,48.19099429675276,48.1412641595429,576,618,311,0.5399305555555556,39.29058181109329,3.0250215793536923
P3,218,4.655963302752293,2.761467889908257,1.1295558955534062,4.672295858073954,691,602,498,0.7206946454413893,0.8272425249169435,15.990193863371276,1.182712085915517,691,602,557,0.8060781476121563,9.477774984693937,1.118033988749895
P4,239,4.401673640167364,2.1464435146443517,1.1385087928622522,4.880033106893496,546,513,443,0.8113553113553114,0.8635477582846004,11.149407171743018,1.2292950158456701,546,513,468,0.8571428571428571,6.839096241398259,1.2123390492373425
P5,81,7.864197530864198,4.530864197530864,1.4247505759657488,6.002250097859128,386,367,340,0.8808290155440415,0.9264305177111717,7.21841209056708,1.0542319283144947,386,367,359,0.9300518134715026,2.561126472611025,1.0500157826018426
P6,251,9.167330677290837,3.5298804780876494,1.1127524319699016,4.4108140184770654,695,886,555,0.7985611510791367,0.626410835214447,43.865185178623484,1.4970182822346962,695,886,571,0.8215827338129497,44.4163050742037,1.4965443429495269
P7,171,6.549707602339181,2.760233918128655,1.4863379436513735,4.355144341875936,481,472,331,0.6881496881496881,0.701271186440678,28.042017675903047,1.6118170550899884,481,472,394,0.8191268191268192,13.342608767304815,1.4500636286054736
P8,124,3.7419354838709675,2.2903225806451615,1.0013092551907348,4.788991583737949,543,284,271,0.4990791896869245,0.954225352112676,3.5463800266138414,1.3810485003231108,543,284,281,0.5174953959484346,1.7717622010404046,1.3715420535458036
P9,85,5.929411764705883,3.1176470588235294,1.5989956688250169,4.924001822613655,266,265,227,0.8533834586466166,0.8566037735849057,12.817590772591554,1.5476956312837324,266,265,239,0.8984962406015038,9.476571270857656,1.566909117331976
